category_name,question_text,option_a,option_b,option_c,option_d,correct_answer,complexity,disabled,image_url
Music,This is a little ditty about two kids growing up in Americas heartland. Who did John Mellencamp warn Hold on to 16 as long as you can?,Jack and Diane,Dick and Jane,Chuck and Diane,Frankie and Johnny,A,medium,false,
Music,On the south side of Chicago lived the baddest man in town. According to Jim Croce Who was badder than old King Kong and meaner than a junkyard dog?,Charlie Brown,Dont Mess With Jim,Bad Bad Leroy Brown,Stagger Lee,C,medium,false,
Music,Some people may call this gentleman a Space Cowboy or Gangster of Love. In the song The Joker who says I really love your peaches want to shake your tree?,Maurice,John,Jimmie Mack,Billie,A,medium,false,
Music,Monkees member Robert Michael (Mike) Nesmith was independently wealthy because his mother invented what commonly used product?,White Out,Post it Notes,Computer Disks,Scotch Tape,A,medium,false,
Music,What TV show did The Monkees member Micky Dolenz appear in as a child?,All in the Family,Route 66,The Circus Boy,The Naked City,C,medium,false,
Music,What career did The Monkees member David Thomas (Davy) Jones want to take as a child?,School Teacher,Pro Wrestler,Jockey,Actor,C,medium,false,
Music,"Which one of these is not an album released by the 1960s band, The Monkees?",Gonna Buy Me a Dog,Take a Giant Step,The Birds the Bees and the Monkees,Pleasant Valley Sunday,A,medium,false,
Music,Davy Jones of the band The Monkees could grow no hair on his face.,True,False,,,A,medium,false,
Music,"Headquarters was first album The Monkees released, in which they wrote, performed and sung all the songs.",True,False,,,A,medium,false,
Music,This 50s Broadway musical starring Rosalind Russell was based on the play My Sister Eileen.,Chicago,The City of Angels,On the Town,Wonderful Town,D,medium,false,
Music,Mama Morton is a character from this play that has had successful revivals and has been made into an Oscar-winning movie.,Mama Mia,Chicago,Auntie Mame,Dear World,B,medium,false,
Music,Elphaba is the lead character in which clever show based loosely on The Wizard of Oz?,La Cage aux Folles,Follies,Wicked,The Boy From Oz,C,medium,false,
Music,Charity Valentine is a character in this Bob Fosse hit show which was later made into a somewhat disappointing movie.,Damn Yankees,The Pajama Game,Sweet Charity,Redhead,C,medium,false,
Music,In this Ethel Merman show Mr. Goldstone is a minor character but is featured in a rousing number.,Wildcat,Mame,Damn Yankees,Gypsy,D,medium,false,
Music,Miss Gooch is a character in which award-winning Jerry Herman musical based on an earlier play?,Mame,The Jersey Boys,Dear World,Jerrys Girls,A,medium,false,
Music,Aunt Eller is a character in which Rogers and Hammerstein early show?,Oklahoma,Me and Juliet,Annie Get Your Gun,Nine,A,medium,false,
Music,"In this musical later made into a movie, Sandy is a major character with very few lines.",The Lion King,West Side Story,Gigi,Annie,D,medium,false,
Music,Seymour is the leading man in which Broadway hit show based on a movie?,The Rocky Horror Show,The Boy from Oz,Little Shop of Horrors,Best Little Whorehouse in Texas,C,medium,false,
Music,Bloody Mary is a native woman who devises very cunning schemes in which Rogers and Hammerstein show?,The Goodbye Girl,Little Shop of Horrors,Rocky Horror Show,South Pacific,D,medium,false,
Music,"Life it seems, will fade away Drifting further every day Getting lost within myself Nothing matters ....",nor yourself,no one else,Im an elf,I cant feel myself,B,medium,false,
Music,"Hush little baby, dont say a word And never mind that noise you heard Its just the beast under your bed, In your closet, ...",it is dead,it is bad,in your head,start to beg,C,medium,false,
Music,Taste me you will see more is all you need youre dedicated to ...,how Im feeling you,how youre getting through,self destroying you,how Im killing you,D,medium,false,
Music,"Im your only true friend now Theyll betray Im forever there Im your dream, make you real Im your eyes when you must steal Im your pain ...",in your heel,and you must kneel,when you cant feel,and Im real,C,medium,false,
Music,"Dream the same thing every night I see our freedom in my sight No locked doors, No windows barred No things to make ...",my brain seem scarred,me sweep the yard,me fall apart,me fall into the dark,A,medium,false,
Music,What Ive felt What Ive known Never shined through in what Ive shown Never free Never me ...,So I dub the unforgiven,Never been the unforgiven,So I feel no need,So now Im the unforgiven,A,medium,false,
Music,"Let my heart go Let your son grow Mama, let my heart go Or, ...",let my heart feel,let this heart be still,let me kill,let me be real,B,medium,false,
Music,I cant remember anything Cant tell if this is true or dream Deep down inside i feel to scream ...,I have lost and so has my team,This terrible silence stops me,This pain inside is so extreme,I no longer am supreme,B,medium,false,
Music,So close no matter how far Couldnt be much more from the heart Forever trusting who we are ...,And now we are the stars,And nothing else matters,My brain seems scarred,And only this matters,B,medium,false,
Music,"If I could have my wasted days back Would I use them to get back on track? Stop to warm at karmas burning Or look ahead, but ...",keep on learning,still have yearnings,still not turning,keep on turning,D,medium,false,
Music,"In the 2004 movie The Phantom of the Opera, the Phantom and Raoul had a sword fight. This replaced what event from the play?",Christine going to her fathers grave.,The Phantom shot fireballs at Raoul.,There was a sword fight in the play too.,Raoul shot fireballs at the Phantom.,B,medium,false,
Music,"Which song, featured in the play The Phantom of the Opera was taken out from the movie?","Bravo, Monsieur",Notes II,None,Learn to be Lonely,B,medium,false,
Music,"The Punjab lasso, mentioned in the novel The Phantom of the Opera is made from what?",Rope,Cat gut,Hair,Flesh soaked in blood,B,medium,false,
Music,What character from the book The Phantom of the Opera does not appear in the play and in the movie?,The Persian,The Siren,The Acrobat,The Viscount,A,medium,false,
Music,"In the novel The Phantom of the Opera, the masquerade is referred to as what?",Masquerade,Hidden Gala,Masked Ball,Costume Party,C,medium,false,
Music,What are the Phantoms initials in the book The Phantom of the Opera?,M. E.,P. O.,O. G.,A. P.,C,medium,false,
Music,"In the novel The Phantom of the Opera, Christine must choose between which of the following?",Grasshopper and Scorpion,Door and Window,Fate and Destiny,Music and Love,A,medium,false,
Music,"What slight difference is there between the fictional character Meg, described in the book The Phantom of the Opera and the character Meg in the movie?",Her role in the Opera House,Her mother,Her hair color,Her relationship with the opera managers,C,medium,false,
Music,What song does the wind-up monkey box play in the movie The Phantom of the Opera?,All I Ask of You,Masquerade,Angel of Music,Phantom of the Opera,B,medium,false,
Music,"In the novel The Phantom of the Opera, what does the Phantom sometimes wear in order to look more normal?",A second mask,A full body suit,A fake nose,A wig,C,medium,false,
Music,The book The Phantom of the Opera was originally written in English.,True,False,,,B,medium,false,
Music,"In The Phantom of the Opera, when the managers hear Christines full name (Christine Daae), what do they ask about her?",About her relatives,About a played she had starred in earlier in her life,About her retiring,About her nationality,A,medium,false,
Music,"Who performed the songs Janies Got A Gun, Dream On, Crazy, Walk This Way?",Aerosmith,Poison,Led Zeppelin,AC/ DC,A,medium,false,
Music,"What band performed Free Bird, That Smell, Gimme Back My Bullets, Sweet Home Alabama?",Aerosmith,Lynyrd Skynyrd,Led Zeppelin,Jethro Tull,B,medium,false,
Music,"Who recorded Dancing in the Dark, Streets of Philadelphia, The Rising, Born in the U.S.A.?",Heart,Bob Seger,Guns n Roses,Bruce Springsteen,D,medium,false,
Music,"Who recorded Listen To Her Heart, Dont Do Me Like That, Refugee, Mary Janes Last Dance?",Poison,Tom Petty and The Heartbreakers,The Eagles,Pat Benatar,B,medium,false,
Music,"Who recorded Love Is a Battlefield, Hit Me with Your Best Shot, Heartbreaker, Invincible?",Joan Jett  the Blackhearts,Heart,Pat Benatar,Blondie,C,medium,false,
Music,"Who performed Bungle in the Jungle, Skating Away, Farm on the Freeway, Steel Monkey?",Creedance Clearwater Revival,Genesis,Jethro Tull,Dire Straits,C,medium,false,
Music,"Who recorded Night Moves, Turn the Page, Like a Rock, Old Time Rock and Roll?",Dire Straits,Metallica,Bruce Springsteen,Bob Seger,D,medium,false,
Music,"What band performed Shine On You Crazy Diamond, Wish You Were Here, Comfortably Numb, Another Brick in the Wall?",Genesis,Pink Floyd,Led Zeppelin,The Doors,B,medium,false,
Music,"Who performed Sultans of Swing, Walk of Life, Romeo and Juliet, Money for Nothing?",Bruce Springsteen,Bob Seger,Creedance Clearwater Revival,Dire Straits,D,medium,false,
Music,"Who performed Runnin with the Devil, Panama, Ill Wait, Hot for Teacher?",Poison,Van Halen,Mötley Crüe,KISS,B,medium,false,
Music,Lt. Joe Cable of the U.S. Marine Corps is the handsome young Marine stationed on an island in a Japanese-controlled territory in which long-running show of the 50s-60’s?,South Pacific,How the West Was Won,Breakfast at Tiffanys,Gentleman Prefer Blondes,A,medium,false,
Music,Madame Zsa-Zsa is the female lead in which Jerry Herman hit of the 80s?,Wicked,The Boy from Oz,Nine,La Cage aux Folles,D,medium,false,
Music,Frank Butler is the male lead in which Berlin show of the 50s?,Fosse,Nine,Annie Get Your Gun,Sweet Charity,C,medium,false,
Music,Old Deuteronomy is a wise old character in which long-running show suitable for children of all ages?,The Lion King,Youre a Good Man Charlie Brown,Into the Woods,Cats,D,medium,false,
Music,Anita is the best friend of the female lead in which musical that was later transformed into an award-winning movie musical?,Dear World,West Side Story,Cabaret,Mame,B,medium,false,
Music,Which show actually written by Patrick Dennis also features him as one of the lead characters?,Rent,Mame,Hello Dolly,Nine,B,medium,false,
Music,Sky Materson is a character from this Frank Lessor play of the 50s and 60s that has had many revivals.,The Student Prince,Words and Music,The Boys from Syracuse,Guys and Dolls,D,medium,false,
Music,Horace Vandergelder is a character from which Jerry Herman award-winning play of the 60s?,Dear World,The Best Little Whorehouse in Texas,Sweet  Charity,Hello Dolly,D,medium,false,
Music,Captain Andy was the captain of the Cotton Blossom in which Jerome Kerns hit show?,Showboat,Evita,Kismet,The Boy Friend,A,medium,false,
Music,Nellie Forbush was the female lead who washed her hair on stage in every performance of which play?,Into the Woods,Spamalot,Nine,South Pacific,D,medium,false,
Music,"After their parents divorced, Willie Nelson and his sister were raised by their grandparents. What was the name of his sister?",Betsy,Bethany,Billie,Bobbie,D,medium,false,
Music,Willie Nelson attended Baylor University.,False,True,,,B,medium,false,
Music,Willie Nelson wrote the song Family Bible and sold it for $50.00.,True,False,,,A,medium,false,
Music,"After this musician recorded and made Willie Nelsons song Night Life a hit, Willie joined his famous band the Cherokee Cowboys.",Waylone Jennings,Ray Price,Roy Orbison,Hank Snow,B,medium,false,
Music,"In 1965, Willie Nelson temporarily retired and moved to this city.","Amarillo, Texas","Memphis, Tennessee","Austin, Texas","Nashville, Tennessee",C,medium,false,
Music,"When Willie Nelson moved to Columbia Records in 1975, he was given complete control over his work and this album became his first truthfully gratifying hit for him.",Red Country,El Paso City,Outlaw Country,Red-Headed Stranger,D,medium,false,
Music,"Willie Nelson and this musician released Wanted: The Outlaws!, country musics first platinum album.",Roy Orbison,Waylon Jennings,Johnny Cash,Kris Kristofferson,B,medium,false,
Music,Willie Nelson and three of the four singers below formed a group called The Highwaymen. Which of these singers was not a member of the group?,Merle Haggard,Waylon Jennings,Kris Kristofferson,Johnny Cash,A,medium,false,
Music,What character did Willie Nelson play in the 2005 movie Dukes of Hazzard?,Cooter,Roscoe P. Coletrain,Uncle Jessie Duke,Boss Hogg,C,medium,false,
Music,What year did Willie Nelson receive Kennedy Center Honors?,1998,2002,2000,2001,A,medium,false,
Music,Which of these songs did Madonna dedicate to Sean Penn?,True Blue,Crazy For You,Live To Tell,I Remember,A,medium,false,
Music,"Which song by Madonna won the 2000 Grammy Award  for Best Song Written for Motion Picture, Television or Other Visual Media?",Frozen,This Used To Be My Playground,Vogue,Beautiful Stranger,D,medium,false,
Music,"In 1998, this video by Madonna won the MTV Awards for  Video of the Year, Best Female Video, Best Direction, Best Choreography and Best Editing.",Ray of Light,Candy Perfume Girl,Nothing Really Matters,Frozen,A,medium,false,
Music,"In addition to her musical and acting achievements, Madonna also had a successful side career as a bestselling childrens book author. Which of the following is not a book written by Madonna?",Alice Piesziekis Dreams,The English Roses,Yakov and the Seven Thieves,Mr. Peabodys Apples,A,medium,false,
Music,What was Madonnas nickname when she was performing with The Breakfast Club?,Nonie,Maddy,Maddie,Emmy,D,medium,false,
Music,Which single by Madonna was produced by DJ Mark Kamins and played at the NYC nightclub Danceteria?,Everybody,Everyone,The Only One,Everyone Else,A,medium,false,
Music,Madonna moved to New York City in July 1978 to pursue a dance career. How much money did she have when she first arrived in NYC?,USD 20,USD 100,USD 35,USD 55,C,medium,false,
Music,"In 1980, Madonna signed a singles contract with Sire Records according to which she was paid how much per song?",USD 2000,USD 500,USD 5000,USD 3000,C,medium,false,
Music,Which single from Madonnas debut album became a multi-platinum hit?,Like A Virgin,Holiday,Material Girl,True Blue,B,medium,false,
Music,Which of the following did not sing a song titled Clementine?,Mark Owen,The Decemberists,Elliot Smith,John Lister,D,medium,false,
Music,What hard rock band went soft when they recorded Beth for their 5th album titled Destroyer?,Motley Crue,Van Halen,Kiss,Def Leppard,C,medium,false,
Music,Little Richard first sang about this long and tall woman in 1956. The single would reach the top of the RB charts.,Sally,Jenny,Rita,Paula,A,medium,false,
Music,"What resilient band, inducted into the Rock and Roll Hall of Fame in 1995, had two big hits with Sweet Melissa and Jessica?",Kansas,Allman Brother Band,Grand Funk Railroad,The Eagles,B,medium,false,
Music,"This Seattle band recorded Polly on their 2nd album. It was about an actual girl who was kidnapped and tortured in Tacoma, Washington before escaping to safety.",Pearl Jam,Nirvana,Alice in Chains,Soundgarden,B,medium,false,
Music,"What song was an African-American work song credited to Leadbelly Ledbetter and thought to be either about a woman and her child, or a marching cadence about a rifle?",Sweet Adeline,Black Betty,Ballad of Carol Lynn,Jezebel,B,medium,false,
Music,What rapper released the unflattering song titled Kim about his former wife and mother of his daughter Hallie?,L.L. Cool J,Snoop Dog,Eminem,Ice Tea,C,medium,false,
Music,In 1986 True Colors by Cyndi Lauper was #1 on the Billoboards chart. In November it was overtaken by this love ballad released by Boston.,Donna,Sherri,Nancy,Amanda,D,medium,false,
Music,"In 1997, which Vanity 6 / Apollonia 6 member(s) released an album called Stay with Me?",Denise Matthews a.k.a. Vanity,Brenda Bennett and Susan Moosie,Wendy and Lisa,Apollonia,D,medium,false,
Music,Who was originally set to co-star in Under the Cherry Moon alongside Prince?,Vanity,Brook Shields,Apollonia,Jill Jones,C,medium,false,
Music,Who co-starred in Never too young to Die alongside Denise Matthews a.k.a. Vanity?,Mr. T,Tommy Lee,Rob Lowe,Gene Simmons,D,medium,false,
Music,"Before becoming Vanity 6,  the ladies were to be named this.",Princes Angels,The Hookers,Girl 6,Motel 6,B,medium,false,
Music,Who sang lead on Vanity 6s Drive Me Wild?,Susan,Jill Jones,Vanity,Brenda,A,medium,false,
Music,Which of the following ladies did Prince date in High School?,Vanity (Denise Matthews),Susan,Madonna,Jill Jones,B,medium,false,
Music,Princes video Raspberry Beret was a representation of which of these?,His relationship with his band,Purple Rain scenes with Apollonia,Romance with Vanity,A Preview to his movie Under The Cherry Moon,B,medium,false,
Music,"Before Purple Rains director met actress and model Patricia Kotero (Apollonia), this woman was to be Princes girl in the movie.",Jennifer Beals (FlashDance),Sheila E (Glamorous Life),Mariah Carey (she was doing backup for Brenda Starr at the time),Wendy or Lisa (was never determined which would get the part),A,medium,false,
Music,Whenever I Call You Friend was a successful duet for Kenny Loggins and this singer.,Amy Grant,Rita Coolidge,Melissa Manchester,Stevie Nicks,D,medium,false,
Music,"Baby, Come to Me was a number one hit for this singer and Patti Austin in 1983.",James Ingram,Al Jarreau,Luther Vandross,George Benson,A,medium,false,
Music,Donny Hathaway and this incredible singer released a number of successful duets including The Closer I Get to You and Where Is the Love.,Carole King,Thelma Houston,Roberta Flack,Aretha Franklin,C,medium,false,
Music,"Which 1960s American folk rock band sang a song containing the line: We hold but a moment, sunlight fading into gray.?",The Jackson Five,The Platters,The Four Seasons,Youngbloods,D,medium,false,
Music,"The line You can see the sun, but you cant reach it is from a song performed by which of the following?",Cyndi Lauper,Howard Jones,Depeche Mode,Peter Gabriel,B,medium,false,
Music,"Who performed the 1984 hit, which included this line: Empty lake, empty street, the sun goes down alone.?",Don Henley,The Eagles,Glen Frey,Mike and the Mechanics,A,medium,false,
Music,"Name the performer of the 1972 song, containing the following lyrics: You drove your lear jet to Nova Scotia to see a total eclipse of the sun.",Patty Smythe,Carly Simon,Carole King,Suzi Quatro,B,medium,false,
Music,"Sun, sun, sun, here it comes is the refrain of a song recorded by which popular group?",Smashmouth,The Monkees,The Beatles,The Temptations,C,medium,false,
Music,Which singer/songwriter released the 1970 song which contains these lyrics: Ive seen sunny days that I thought would never end?,Carly Simon,Carole King,Bruce Springsteen,James Taylor,D,medium,false,
Music,"Name the country singer, who performed a Grammy-winning song containing the following lyrics: Along with the sunshine, theres got to be a little rain sometimes.",Martha and the Vandellas,Lynn Anderson,Brenda Lee,Donna Fargo,B,medium,false,
Music,"Which singer became best known for the 1972 hit opening with the line:  Shine on me sunshine, walk with me world?",Martha and the Vandellas,Donna Fargo,Lynn Anderson,Patsy Cline,B,medium,false,
Music,"Who sang the 1991 song containing the line: The sun was always shining, we just lived for fun?",UB40,Prince,U2,Queen,D,medium,false,
Music,"Michael Cretu, David Fairstein and Frank Peterson created this innovative group in 1990. They were among the first to use non-percussion musical instruments and vocal samples like the Gregorian monk chants on their album called MCMXC a.D. Who are they?",Enigma,Clannad,Enya,Stone Temple Pilots,A,medium,false,
Music,I was born in 1979 in Greenbelt Maryland. I am an accomplished singer and have starred in the movies Chicago and Cursed. Who am I?,Christina Aguilera,Lil Kim,Mya,Queen Latifah,C,medium,false,
Music,"Which famous singer was banned from playing at the Ritz ballroom in Bridgeport, Connecticut in 1955?",Elvis Presley,Bobby Vinton,Fats Domino,Frankie Avalon,C,medium,false,
Music,"After Ed Sullivans controversial show in 1957, what famous song performed by Elvis Presley was banned on radio stations across America?",White Christmas,Blue Suede Shoes,Blue Christmas,Hound Dog,A,medium,false,
Music,"In 1962, Catholic students in New York were forbidden to dance to what song?",Cant Get No Satisfaction,Heartbreak Hotel,The Twist,Twist and Shout,C,medium,false,
Music,What Rolling Stones song had to be changed so that the band could appear on the Ed Sullivan show?,Lets Spend The Night Together,Under My Thumb,Paint It Black,Cant Get No Satisfaction,A,medium,false,
Music,Which one of these songs did not violate FCC rules during 1971?,One Toke Over the Line,Rocky Mountain High,Yellow Submarine,Puff The Magic Dragon,B,medium,false,
Music,What singer was banned in the United States from playing his controversial lyrics on the airwaves in 1972?,John Denver,John Lennon,Paul McCartney,Mick Jagger,A,medium,false,
Music,What band was banned from playing their music in South Africa in 1980 for inciting potential rebellion amongst its young audience?,Rolling Stones,The Who,Pink Floyd,Led Zeppelin,C,medium,false,
Music,What American committee was formed in 1985 by the wives of several congressmen with the mission to educate parents about alarming trends in popular music?,PMMC (Parents Minding Music Center),PMRC (Parents Music Reserve Center),PMRC (Parents Music Resource Center),PMRC (Parents Monitor Resource Center),C,medium,false,
Music,What singer/band was sued by parents in 1987 for the suicide of their son?,Gene Simmons,Motley Crue,Judas Priest,Ozzy Osbourne,D,medium,false,
Music,"At a conference sponsored by Crime Prevention Resource Center in Fort Worth, Texas, representatives of several local police departments advocated what form of treatment for Marilyn Manson fans in 1998?",Forced medication,Group Therapy,Forced hospitalization,Detox units,C,medium,false,
Music,"The Shulman brothers, who founded the progressive rock group, Gentle Giant in 1970, were part of which 60s pop group?",Changes,Simon Dupree and the Big Sound,Love Inc.,The Bell Towers,B,medium,false,
Music,"This British saxophonist and flautist joined progressive rock band King Crimson in 1970 and contributed to their second album, In the Wake of Poseidon.",Michael Giles,Mel Collins,Greg Lake,Robert Fripp,B,medium,false,
Music,"Steve Hackett was the first guitarist of British rock band Genesis, which was formed in 1967.",False,True,,,A,medium,false,
Music,"In 1972, this British progressive rock band released their third album, entitled Trilogy.",Genesis,Gentle Giant,"Emerson, Lake  Palmer",Final Conflict,C,medium,false,
Music,"The first album released by British group, King Crimson, was The Cheerful Insanity of Giles, Giles and Fripp.",False,True,,,A,medium,false,
Music,"This group were opening for band Scandal, when they attracted the attention of Derek Shulman, ex-member of Gentle Giant, as a result of which he signed them to PolyGram.",Bon Jovi,U2,Steely Dan,Simple Minds,A,medium,false,
Music,Which of the following bands is NOT from Great Britain?,Slade,Deep Purple,AC/DC,Rainbow,C,medium,false,
Music,What artist released the album Comes Alive?,Peter Frampton,Elvis Presley,Elvis Costello,David Bowie,A,medium,false,
Music,Unleashed In The East was released by which artist?,AC/DC,Judas Priest,Dokken,Iron Maiden,B,medium,false,
Music,Who recorded Let There Be Rock?,Accept,AC/DC,The Eagles,Iron Butterfly,B,medium,false,
Music,Live After Death was recorded live by which group?,Judas Priest,Van Halen,Iron Maiden,AC/DC,C,medium,false,
Music,Who was the artist that recorded Alive II?,DIO,YES,KISS,YT,C,medium,false,
Music,Made In Japan was released by which rock group?,Deep Purple,Black Sabbath,Iron Maiden,Led Zeppelin,A,medium,false,
Music,Who recorded Extraterrestrial Live?,Dokken,Ratt,The Eagles,Blue Oyster Cult,D,medium,false,
Music,Captured was released by which group?,Bon Jovi,Journey,Depeche Mode,Rush,B,medium,false,
Music,Who recorded Exit Stage Left?,Black Sabbath,Rush,Bon Jovi,Cinderella,B,medium,false,
Music,Speak Of The Devil was recorded by which artist?,Black Sabbath,Mercyful Fate,Ozzy Osbourne,Deep Purple,C,medium,false,
Music,"Jimmy Buffett was born in Pascagoula, Mississippi on what date?","November 25, 1945","December 25, 1946","March 25, 1947","February 14, 1946",B,medium,false,
Music,Where did singer Jimmy Buffett grow up?,"Mobile, Alabama","Key West, Florida","New Orleans, Louisiana","Pittsburgh, Pennsylvania",A,medium,false,
Music,Jimmy Buffett attended three different colleges before finally earning a Bachelor of Science degree in history and journalism.,True,False,,,A,medium,false,
Music,"What was Jimmy Buffetts first album, released in 1970?",A1A,Coconut Telegraph,License to Chill,Down To Earth,D,medium,false,
Music,Jimmy Buffetts fans are known under what name?,Jimmy Clans,Boat Drunks,Parrot Heads,Dead Heads,C,medium,false,
Music,"Jimmy Buffett co-wrote two childrens books with his daughter, Savannah Jane. What are their titles?",The Jolly Man and A Pirate Looks at Fifty,Where is Joe Merchant and Trouble Dolls,The Jolly Man and Trouble Dolls,Tales from Margaritaville and The Jolly Man,C,medium,false,
Music,Singer Jimmy Buffett is also famous as the owner of a chain of stores/restaurants called Margaritaville. Where was the first store opened?,"Las Vegas, Nevada","Key West, Florida","New Orelans, Lousianna","Miami, Florida",B,medium,false,
Music,"While Jimmy Buffett was landing his sea plane in Mexico, the police shot at it, thinking Buffett was a drug smuggler.",True,False,,,B,medium,false,
Music,Jimmy Buffett is known for his work to save which large aquatic animal?,Shark,Dolphin,Manatee,Whale,C,medium,false,
Music,Which of these musicians played baritone sax for the Ellington band?,Charlie Mingus,Harry Carney,Pee Wee Russell,Larry Carlyle,B,medium,false,
Music,"This trumpet player, closely associated with jazz, was born on the 4th of July, in Louisiana.",Larry Carlyle,Bix Biederbecke,Louis Armstrong,Wynton Marsalis,C,medium,false,
Music,Which band featured the Four Brothers?,Woody Herman,Count Basie,Duke Ellington,Glenn Miller,A,medium,false,
Music,Which one  of these performers was not a drummer?,Belvin Jones,Philly Joe Jones,Elvin Jones,Papa  Jo Jones,A,medium,false,
Music,Which one of these performers was not a trombonist?,Delfeayo Marsalis,Joe Venuti,Melba Liston,Jay Jay Jones,B,medium,false,
Music,"What instrument do all these musicians play: Red Clay, Chet Baker, Art Farmer, Sweets Edison and Cootie Williams?",Guitar,Clarinet,Piano,Trumpet,D,medium,false,
Music,Which one of these musicians did not play the bass?,Charlie Mingus,Ray Brown,Percy Heath,Django Reinhart,D,medium,false,
Music,"He was a prodigy on banjo and guitar. He was born to a Roma (Gypsy)  family in Belgium, but grew up outside of Paris. A fire caused partial paralysis of 2 fingers of his left hand, but he continued his career. Who was he?",Pee Wee Russell,Stephane Grappelli,Django Reinhart,Jean Cocteau,C,medium,false,
Music,"He a trombonist, famous for his duets with Louis Armstrong and his innovative popsitioning .. Though not a singer, he and  Armstrong often sang on their recordings. Who was he?",Jack  Teagarden,Kid Ory,Urbie Green,Curtis Fuller,A,medium,false,
Music,"What style of jazz is associated with Miles Davis, Charlie Parker, Dizzy Gillespie, and Thelonius Monk?",California,Classical,Bebop,Rag Time,C,medium,false,
Music,Which musician is given credit for developing and popularizing the electric guitar?,Les Paul,George Benson,Django Reinhart,Stanley Clarke,A,medium,false,
Music,In this musical the song I Won’t Send Roses is performed when the male lead is trying to convince his girl that he is not right for her?,Big River,Mack and Mabel,Funny Girl,Beauty and the Beast,B,medium,false,
Music,Which Disney show stages the big production number Be Our Guest?,Beauty and the Beast,The Lion King,The Flower Drum Song,Cats,A,medium,false,
Music,Anything You Can Do I Can Do Better is a comic duet from which Broadway/Hollywood musical?,Anything Goes,Annie Get Your Gun,Gypsy,Annie,B,medium,false,
Music,Ill Know When My Love Comes Along is a love theme from which musical of the 40’s and 50’s?,Gypsy,Hello Dolly,Damn Yankees,Guys and Dolls,D,medium,false,
Music,Which Cole Porter show features the song So In Love?,Mame,Porgy and Bess,Kiss me Kate,Funny Girl,C,medium,false,
Music,We Need a Little Christmas is a rousing show stopping number from which Jerry Herman play?,Gypsy,Annie,Mame,Mama Mia,C,medium,false,
Music,"Which movie musical featured Anne Blythe singing Baubles, Bangles and Beads?",The Desert Song,Kismet,Wicked,Nine,B,medium,false,
Music,Before the Parade Passes By is a song from which Broadway show later made into a movie starring Barbra Streisand?,Funny Girl,Funny Lady,Hello Dolly,Mame,C,medium,false,
Music,The Colors of My Life is a beautiful song performed by the male lead as he contemplates the course of his life in this show.,Damn Yankees,City of  Angels,Big River,Barnum,D,medium,false,
Music,Why did We Ever Leave Ohio? is a comic lament sung by two sisters as they start their new life in New York in which show?,Wonderful Town,Anything Goes,On the Town,Showboat,A,medium,false,
Music,Which of the following musicals was written by Andrew Lloyd Weber?,All of these,Cats,Phantom of the Opera,Starlight Express,A,medium,false,
Music,"Who wrote the music for Girl Crazy which opened at the Alvin Theatre on October 14, 1930?",George Gershwin,Mel Brooks,Cole Porter,Steven Sondhiem,A,medium,false,
Music,"Which musical, featuring the songs Youre the Topand I Get a Kick Out of You, was written by Cole Porter?",My Fair Lady,The Sound of Music,Mack and Mable,Anything Goes,D,medium,false,
Music,"This musical, set in Berlin in 1929, was written by Fred Ebb and John Kander.",Cabaret,Meet Me in St. Louis,Porgy and Bess,Damn Yankees,A,medium,false,
Music,Who wrote the music for the world famous musical West Side Story that debuted on Broadway in 1957?,Leonard Bernstein,Steven Sondheim,John Williams,Aaron Copland,A,medium,false,
Music,"Who wrote the lyrics and music for the Tony Award-winning musical Kiss Me, Kate?",Jerome Robbins,Rogers and Hart,Cole Porter,Ira Gershwin,C,medium,false,
Music,Who wrote the musical La Cage aux Folles which focuses on a gay couple?,Jerry Herman,Mel Brooks,Cole Porter,Marvin Hamlish,A,medium,false,
Music,"This hip-hop artist has been an Army soldier, thief, pimp, and successful actor.  One of his biggest hits was for the 1988 film, Colors.",Ice-T,Warren G,Kool Moe Dee,Biz Markie,A,medium,false,
Music,"This rap group was lead by the smooth Shock G and his clownish alter ego, Humpty Hump.  Their most successful album was their 1990 album, Sex Packets.",Black Sheep,Digital Underground,Naughty by Nature,Soul II Soul,B,medium,false,
Music,"This rap group out of Hollis, NYC released several successful albums including Raising Hell (1986) and Tougher than Leather(1988).",Whodini,2 Live Crew,Run D.M.C.,J. J. Fad,C,medium,false,
Music,"This rap trio labeled themselves as Plug One, Plug Two and Plug Three. Their album 3 Feet High and Rising was a breakthrough hit in 1989.",Jungle Brothers,Digable Planets,De La Soul,A Tribe Called Quest,C,medium,false,
Music,You Gots to Chill was a big hit in 1989 for this East Coast rap duo.,Eric B. and Rakim,EPMD,Nice  Smooth,Kid N-Play,B,medium,false,
Music,This hip-hop team is generally considered one of the most influential and groundbreaking groups in the history of rap.  Their albums include Paid in Full and Dont Sweat The Technique.,Run DMC,Public Enemy,Eric B.  Rakim,Wu Tang Clan,C,medium,false,
Music,"This hip-hop group is unique in that they began as a punk band (called The Young Aborigines), and that they are Jewish.  Their albums include Pauls Boutique and Check Your Head.",Boyz II Men,House of Pain,Beastie Boys,Bell Biv Devoe,C,medium,false,
Music,This rapper was known for his British accent and eye patch.  The song featured in the sound clip is his popular rap hit Childrens Story.,Slick Rick,LL Cool J,Big Daddy Kane,Heavy D,A,medium,false,
